orb0,orb1,orb2,orb3,orb4,orb5,orb6,orb7,orb8,orb9,orb10,orb11,orb12,orb13,orb14,orb15,orb16,orb17,orb18,orb19,orb20,orb21,orb22,orb23,orb24,orb25,orb26,orb27,orb28,orb29,prev,curr,score
1,6,1,1,3,1,2,5,2,6,6,4,6,1,6,2,5,5,5,1,4,5,2,4,4,1,6,5,4,3,3,2,4150
1,6,3,1,5,1,6,5,6,6,5,3,3,1,1,3,5,1,5,6,5,6,5,5,1,6,1,5,3,6,13,7,6150
1,2,1,5,1,3,1,1,6,2,5,1,3,6,6,1,5,6,5,5,3,5,5,6,6,1,1,1,6,6,10,4,7150
4,1,4,6,2,1,2,1,1,1,6,6,1,2,6,4,1,5,1,2,2,5,1,3,5,6,2,4,4,5,2,8,5150
4,5,2,4,1,2,2,2,6,5,4,6,2,5,4,2,6,3,3,4,4,5,3,3,2,5,4,5,3,3,3,9,6200
4,6,5,1,1,5,5,5,6,1,5,1,6,6,3,5,4,4,4,4,5,3,5,1,3,4,1,5,6,1,15,9,6100
4,6,6,6,1,6,6,4,6,1,1,4,4,4,6,4,6,4,1,4,6,1,6,6,1,6,1,1,4,1,14,13,6200
1,2,2,3,1,6,3,1,1,4,1,6,2,1,2,6,6,2,1,2,3,4,4,4,3,1,3,1,3,3,1,0,5200
6,6,2,3,3,2,2,3,6,6,1,6,6,2,1,2,3,3,1,2,1,6,1,3,2,6,3,1,3,1,1,0,5200
3,6,1,1,2,1,2,3,3,1,4,5,2,3,4,6,3,4,6,5,1,6,6,3,6,3,4,2,4,1,16,17,4150
2,2,4,4,2,4,6,2,6,4,6,6,6,4,2,6,2,6,4,4,2,2,6,4,4,2,6,4,2,2,21,22,7200
4,4,4,4,6,4,4,6,6,4,6,4,4,4,4,4,6,6,4,4,6,4,4,6,4,4,6,6,6,6,7,6,6250
6,6,1,6,6,6,6,1,6,1,6,3,6,6,6,3,1,6,6,1,1,1,3,1,3,3,1,1,1,3,8,7,7200
2,4,5,1,2,4,1,1,1,2,5,6,6,3,1,1,4,3,4,5,2,4,6,6,3,2,3,2,4,5,7,6,4150
2,1,6,2,4,3,2,1,1,2,5,2,1,1,4,3,1,1,6,1,5,3,4,6,3,4,6,3,2,1,19,13,4150
3,2,5,1,1,6,5,1,1,4,2,5,6,2,3,1,6,1,6,6,4,1,2,5,6,4,2,2,6,5,21,20,6150
5,2,2,2,6,1,6,2,5,2,1,1,4,6,1,4,2,6,1,4,4,2,1,4,3,5,6,5,3,5,9,3,4100
6,1,1,5,1,1,3,6,6,2,2,1,6,1,6,6,6,1,2,6,2,4,4,5,4,6,2,5,5,5,23,22,6250
2,2,4,5,3,6,4,5,4,4,6,3,3,6,3,3,6,5,2,6,1,5,3,5,1,5,4,6,5,4,10,11,4100
6,6,1,6,4,2,5,5,2,2,5,1,2,4,5,4,5,5,2,3,6,3,5,4,1,5,5,1,4,3,6,0,3150
6,5,2,6,2,3,2,4,6,2,6,5,4,2,4,5,6,2,4,3,2,3,6,5,6,4,6,4,5,3,1,2,4200
5,1,4,5,6,2,3,6,3,6,1,4,1,6,1,6,3,4,6,5,3,6,2,3,4,3,4,5,5,1,-1,29,4150
2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,12,13,8100
2,2,6,5,5,4,1,4,3,1,1,1,2,4,2,2,6,2,6,1,4,6,6,1,1,4,6,2,4,6,17,11,4200
1,2,2,1,1,2,2,2,6,2,6,1,2,1,1,1,1,6,6,2,6,2,6,1,2,2,1,2,2,2,8,2,7200
5,2,2,5,6,2,5,1,3,2,3,3,4,6,1,4,4,1,2,4,4,6,1,6,2,4,3,5,2,4,25,24,3100
4,5,1,4,1,1,1,5,4,5,5,4,4,5,5,4,1,4,4,4,5,5,4,5,5,5,4,5,5,4,7,1,7150
3,4,5,4,3,3,3,5,4,5,3,4,5,5,5,4,3,3,4,4,4,5,5,4,5,3,3,3,5,5,25,24,7200
3,3,3,5,5,5,5,3,3,3,1,3,5,2,2,1,6,3,6,2,1,1,6,1,2,6,2,6,3,3,18,24,6100
1,2,3,2,1,6,2,2,3,3,5,5,6,3,1,3,4,4,6,5,1,4,2,6,5,3,5,3,5,3,9,10,5150
5,1,1,6,5,5,5,3,3,4,5,1,4,5,6,1,3,6,6,1,5,1,5,6,2,2,5,2,4,1,18,24,4150
2,2,2,2,2,5,5,1,1,2,1,1,5,1,2,1,1,2,5,1,1,2,5,5,2,1,5,5,1,2,27,26,7200
4,3,3,3,5,6,2,3,6,1,5,3,4,3,2,1,2,3,3,1,4,4,3,4,2,2,5,5,2,1,3,4,5100
5,5,5,1,5,5,5,5,1,5,5,5,1,1,1,5,5,5,1,5,5,1,5,1,5,1,5,1,5,5,28,27,7200
6,6,6,6,6,2,6,2,2,2,5,1,1,6,5,6,1,5,6,2,6,6,6,6,2,2,1,5,5,1,-1,25,7150
5,1,1,2,4,5,6,1,5,1,2,4,1,4,4,6,6,4,4,6,5,1,6,4,2,2,6,2,1,2,23,17,5100
4,5,1,5,5,5,1,5,1,1,5,1,5,5,5,5,1,4,5,1,5,1,1,5,4,5,4,4,5,4,19,13,7200
4,4,5,2,5,5,1,1,4,2,5,5,2,3,4,5,3,3,3,6,5,4,3,2,2,1,3,5,2,3,0,6,5150
3,5,2,2,1,5,3,6,1,2,2,1,3,4,4,6,6,2,4,4,3,3,2,1,3,3,1,4,3,5,7,8,6150
4,3,2,2,2,5,3,2,5,4,3,4,3,4,2,5,3,5,5,4,3,4,4,5,2,4,3,4,5,3,7,8,6150
3,4,2,2,2,3,3,4,2,4,3,3,3,2,4,3,2,2,4,3,4,2,2,3,2,2,2,2,2,4,14,8,6250
4,6,6,4,6,6,4,6,6,6,6,4,4,6,6,4,4,4,6,4,4,4,4,6,4,6,4,6,4,4,23,29,7200
1,6,4,1,1,4,2,3,2,1,2,1,2,3,3,3,3,4,3,6,4,6,1,3,3,2,4,1,2,6,21,22,5150
6,2,2,2,6,2,2,2,3,3,6,3,3,2,4,3,2,2,3,2,3,6,3,2,3,3,3,3,6,2,2,8,7200
1,5,3,1,6,2,2,2,6,1,2,2,5,1,6,2,3,1,4,5,3,3,5,2,6,1,5,2,5,2,26,20,6200
2,2,6,5,3,6,1,1,1,3,5,4,4,2,4,2,3,6,4,3,2,3,3,5,4,2,1,6,6,5,16,10,6150
6,5,5,6,5,5,6,5,5,5,6,6,6,5,5,5,6,6,6,5,6,6,5,6,6,5,6,6,6,5,3,2,8200
3,6,5,1,6,1,3,2,2,4,2,1,4,1,5,5,2,1,5,2,6,2,3,6,5,2,2,1,3,1,7,8,5150
6,5,5,6,1,1,6,4,4,4,4,6,5,1,5,4,1,6,6,4,1,1,6,6,4,1,6,1,4,4,5,4,8150
6,3,5,1,2,6,4,6,5,2,1,2,1,6,4,4,5,1,4,4,5,5,3,6,4,2,4,4,2,5,-1,7,5150
3,5,5,4,1,3,6,3,6,6,6,1,5,4,1,4,2,4,6,4,3,2,4,4,5,2,1,5,5,3,27,28,5200
4,5,3,3,3,3,3,5,4,5,4,4,5,3,3,4,5,5,5,5,3,4,5,3,3,4,5,5,4,5,15,21,7150
6,5,3,2,3,2,2,4,1,5,5,2,1,2,6,4,2,4,5,6,2,1,6,1,3,1,5,3,2,4,-1,0,3150
2,2,2,6,6,6,6,2,6,2,2,2,6,2,6,2,6,6,6,2,6,2,2,6,2,2,6,6,6,6,27,26,8250
3,4,5,1,2,1,4,3,6,5,3,4,1,3,1,2,5,3,2,4,6,2,6,2,4,1,1,6,4,5,23,29,4150
3,4,5,5,6,1,2,2,3,6,6,2,3,1,1,3,4,1,3,5,5,5,1,4,2,5,4,4,2,5,21,22,5050
5,6,5,1,3,2,1,4,5,4,5,6,4,1,6,4,4,6,5,1,3,2,6,3,2,5,4,5,1,4,20,14,4100
3,2,3,2,2,2,2,5,5,5,5,6,3,3,1,6,3,6,3,3,2,6,5,2,2,1,2,6,6,6,28,29,6100
2,3,2,3,2,5,5,2,5,5,3,5,4,5,3,6,6,1,6,6,6,1,1,6,3,6,1,1,5,6,-1,7,6050
6,1,6,6,2,5,1,6,6,3,3,2,5,2,2,6,1,5,1,6,3,2,3,2,4,5,2,6,5,1,3,2,4200
6,5,1,6,5,1,6,5,6,2,4,1,5,6,2,3,2,5,5,5,6,1,2,2,3,2,3,1,5,4,16,22,4150
4,4,4,4,2,4,2,1,1,4,4,1,1,2,2,2,2,1,4,4,4,4,4,2,4,1,4,1,1,4,24,25,7200
3,4,4,6,5,4,6,2,3,3,3,3,2,6,1,5,3,2,5,1,1,6,5,6,1,5,3,1,5,3,17,16,5100
2,3,3,2,5,1,3,2,3,2,6,3,2,5,2,5,6,6,6,1,1,2,1,3,5,5,3,5,4,3,18,19,5200
6,5,1,3,6,3,3,3,6,4,1,4,3,1,6,1,6,1,3,6,6,4,4,5,6,4,6,3,3,6,5,4,7250
5,5,3,4,6,1,2,5,1,4,1,6,5,6,3,2,1,1,4,5,4,6,3,4,6,5,2,6,2,2,25,24,4150
1,5,5,5,6,5,4,1,5,6,2,6,3,4,3,6,1,5,4,2,6,1,3,6,1,6,2,6,3,4,12,13,4100
2,6,4,4,3,4,6,6,2,2,1,6,2,1,1,4,1,5,3,6,2,1,4,3,3,5,4,2,5,2,1,2,5100
6,1,5,4,2,1,3,1,6,5,4,1,2,3,1,3,4,1,1,2,3,6,4,3,6,3,5,5,1,6,6,7,6100
4,6,6,6,1,6,1,6,3,2,6,1,5,2,4,4,4,1,6,5,2,1,5,5,3,2,2,1,3,4,1,7,4150
6,1,1,5,5,5,5,5,1,1,3,5,6,5,5,4,4,6,6,3,3,1,1,5,5,1,5,6,6,1,9,15,6050
4,1,4,6,4,6,1,6,3,4,6,6,3,6,6,6,6,1,4,3,3,1,1,1,6,3,3,3,6,1,6,12,7200
2,2,2,4,2,5,4,3,2,5,5,4,3,5,4,4,3,5,4,4,3,5,2,4,3,5,3,5,4,2,22,23,6200
1,1,3,1,3,1,3,3,3,1,1,3,3,1,3,1,1,1,3,3,3,1,3,3,1,3,1,1,1,3,18,24,7150
6,2,2,3,2,1,6,3,6,1,6,3,1,3,4,6,4,1,5,1,3,6,1,1,6,5,2,3,3,1,29,28,5200
1,4,1,3,3,6,1,2,1,6,1,1,2,1,3,1,1,1,6,3,3,3,1,1,2,6,1,4,1,4,23,29,5200
4,6,3,3,6,4,4,4,6,3,4,3,6,3,4,3,3,4,4,4,4,4,4,6,4,3,6,6,6,4,13,12,7250
6,4,6,4,3,2,3,1,6,6,4,5,6,4,2,5,1,3,5,5,3,3,2,1,2,6,5,4,1,5,19,25,3100
2,6,3,5,4,6,1,4,4,5,6,3,4,6,4,4,4,1,6,5,2,1,2,1,6,5,2,2,3,1,0,1,5150
3,5,5,4,4,6,4,2,1,4,2,4,3,4,5,1,5,3,2,1,5,3,6,3,1,3,1,2,2,3,14,20,5100
4,5,4,4,3,4,6,6,5,1,6,4,5,1,1,2,2,1,3,2,5,5,4,3,2,2,2,6,4,6,21,22,5100
4,4,2,5,1,2,3,4,5,3,6,4,6,3,2,2,5,2,2,5,4,3,5,4,3,2,6,3,6,6,21,15,5200
6,5,2,2,5,6,2,6,5,4,2,5,3,1,1,2,6,4,6,1,2,6,4,3,4,6,1,3,4,1,14,8,4150
1,6,2,2,1,6,1,6,1,6,6,6,2,2,6,2,2,2,6,6,1,2,1,2,6,6,2,6,6,6,9,15,8250
4,4,2,4,3,4,3,4,6,3,6,1,3,4,1,6,1,1,6,6,6,6,3,3,1,2,3,3,6,3,2,8,6200
1,4,2,6,2,2,5,5,4,3,3,4,4,1,5,2,4,4,2,1,1,6,6,2,4,6,2,5,3,4,26,20,4150
6,6,6,3,2,2,3,6,5,2,6,2,6,3,3,5,6,3,6,3,5,5,2,3,3,6,6,5,6,6,13,12,7150
3,2,3,2,4,3,4,4,6,2,3,4,3,3,3,6,3,5,3,6,4,3,4,2,2,4,1,6,2,3,14,20,5200
3,1,4,5,1,3,4,4,6,6,6,1,6,6,1,5,6,6,6,1,4,4,3,6,3,3,5,1,3,5,13,7,6150
1,6,3,2,1,4,4,3,2,1,2,2,1,5,1,3,2,5,3,2,3,4,4,3,6,5,1,1,1,3,8,2,6150
4,1,6,3,3,6,4,4,1,6,6,6,6,1,1,3,1,4,3,1,6,3,3,6,1,1,6,4,6,4,6,7,6150
5,5,3,4,5,1,6,5,3,1,3,6,1,5,4,6,1,6,3,6,4,3,3,4,6,3,6,1,5,2,20,21,5150
4,6,4,4,4,6,6,6,4,4,6,6,4,4,4,4,4,6,4,6,6,6,4,6,6,4,4,6,6,4,21,22,7250
2,1,6,6,2,6,3,1,1,2,2,6,2,3,3,3,5,3,2,1,5,3,4,5,5,2,6,5,4,2,26,25,4150
2,3,5,4,5,1,1,2,4,4,4,6,3,2,5,2,2,6,3,5,6,5,1,2,5,1,1,4,5,4,19,25,5150
5,2,5,3,5,5,6,4,6,2,4,2,2,5,4,5,6,5,3,2,5,4,5,1,3,3,3,3,5,1,23,22,5150
6,4,2,2,2,4,4,2,3,3,3,1,5,2,1,3,4,2,4,1,1,5,3,5,2,3,1,1,6,1,22,23,4150
1,5,2,5,4,2,3,1,6,5,4,4,5,2,6,1,3,3,6,5,4,6,4,4,4,2,5,4,6,3,10,11,4150
2,1,6,5,5,4,5,1,2,6,1,4,1,3,1,4,4,6,1,5,5,2,5,5,4,2,2,4,2,6,24,25,5100
2,4,6,3,3,3,5,3,4,6,4,1,5,1,6,3,2,1,6,3,3,1,4,6,5,4,2,6,1,5,29,28,5150
5,1,5,5,6,6,3,4,4,3,3,1,3,4,5,5,4,6,4,3,4,4,5,6,5,6,5,4,6,3,2,3,5200
2,3,5,2,5,5,2,3,2,5,6,2,4,6,6,2,2,5,6,1,4,3,5,6,2,6,2,1,1,1,7,13,5150
4,5,5,3,2,5,4,4,3,4,3,2,1,4,5,2,4,1,2,1,5,5,1,3,5,3,5,4,4,2,21,27,4100
5,5,4,4,4,5,5,4,5,4,4,4,5,5,4,5,4,5,5,4,4,4,4,5,5,4,5,4,5,5,24,25,7200
4,5,3,1,2,4,5,1,5,3,3,4,4,2,5,1,4,6,3,3,1,1,6,1,6,5,6,5,4,5,-1,12,4150
4,4,6,2,4,3,1,1,3,3,4,6,2,3,4,4,6,1,4,6,4,3,2,6,3,6,4,6,1,1,1,7,5200
3,6,2,3,3,5,6,2,1,1,4,2,3,5,1,3,2,5,4,3,3,1,4,5,4,5,3,5,1,6,7,6,3150
1,6,6,6,3,3,2,6,2,1,6,2,6,1,6,3,6,1,2,3,1,1,3,3,2,3,3,1,6,3,8,9,7150
3,4,3,5,4,3,5,4,3,3,5,5,3,4,5,4,3,5,3,5,4,4,4,3,3,5,3,4,3,4,16,10,8150
4,3,1,1,4,3,2,4,4,5,5,4,6,3,5,4,3,6,4,4,3,6,6,3,6,3,2,4,1,6,4,5,4150
2,4,6,3,3,1,4,4,6,1,6,3,4,5,1,4,4,2,5,6,5,5,1,2,1,6,2,1,6,3,7,1,5150
2,4,2,4,4,6,1,6,4,4,2,4,6,1,2,2,4,2,1,4,1,4,6,4,1,2,1,1,4,2,13,7,6150
4,4,2,1,2,4,2,1,3,2,6,5,2,3,5,4,1,4,6,3,4,4,2,2,6,3,3,1,1,5,19,13,4200
1,5,3,3,5,5,1,2,2,2,1,1,3,1,5,2,5,1,5,3,3,5,2,2,1,2,2,3,3,1,4,3,6250
5,5,5,5,5,5,2,2,2,5,2,2,2,2,5,5,2,5,2,5,5,2,2,2,2,2,2,2,2,5,14,8,6150
5,6,6,3,1,2,1,4,3,5,2,6,6,1,4,4,3,5,2,6,4,3,6,4,2,5,5,5,4,5,25,24,4100
5,1,5,4,5,2,3,4,6,3,5,2,5,3,3,6,3,6,4,2,6,5,4,6,3,5,6,2,2,2,27,21,5250
3,4,6,1,5,5,6,3,3,1,6,2,5,1,4,5,3,6,3,6,5,3,1,2,3,6,2,4,4,2,7,1,4100
4,6,4,1,1,5,4,1,6,1,6,1,5,5,6,5,5,2,1,2,6,6,2,2,1,6,6,4,1,5,11,10,5200
6,2,2,4,4,5,4,2,4,2,3,1,6,6,5,6,1,1,3,4,2,5,6,1,3,2,5,5,2,4,15,9,6100
6,1,5,6,5,3,1,2,4,3,2,6,5,3,4,2,2,6,6,6,1,4,4,4,6,5,4,4,4,4,15,9,4150
1,1,1,3,5,5,4,2,6,5,1,6,1,1,6,4,2,4,1,4,2,5,4,2,1,5,3,2,6,5,16,22,5150
4,3,3,1,6,4,2,4,4,3,3,2,1,6,6,1,5,4,6,2,5,3,1,1,2,2,4,6,5,5,23,29,6200
5,4,3,1,5,2,1,4,5,3,4,1,5,5,4,5,5,4,1,4,5,5,3,4,1,3,6,3,2,4,22,23,6200
6,4,3,1,1,5,6,5,6,3,1,5,5,5,5,2,5,3,5,3,4,5,5,5,4,4,5,6,2,6,2,3,4150
3,6,6,6,5,6,3,3,3,3,5,2,1,1,6,5,6,2,3,1,2,1,6,3,6,1,1,1,1,6,23,29,6100
1,2,5,6,2,1,1,5,2,1,4,3,1,1,5,6,3,4,6,1,2,3,4,4,6,5,1,4,4,5,20,14,5150
1,4,1,1,3,3,1,2,3,4,1,5,2,5,5,4,6,1,5,1,1,5,6,5,2,1,2,6,2,5,1,2,5200
6,3,6,6,3,3,6,6,3,3,6,6,6,6,6,3,3,3,6,3,6,3,6,3,3,6,3,6,6,3,-1,29,7300
1,2,6,5,2,4,3,2,6,1,1,3,4,3,5,5,2,4,4,1,2,1,6,3,4,3,3,4,4,1,27,21,6150
1,4,5,3,3,5,4,3,5,1,3,1,5,4,5,3,1,1,4,1,1,3,1,4,5,4,1,4,5,3,7,1,6150
2,1,2,2,2,2,4,6,2,2,6,2,6,4,6,6,4,4,4,4,4,6,1,2,4,2,4,6,4,2,28,22,7100
6,5,6,1,1,1,5,4,6,5,1,1,1,6,6,1,1,4,6,5,4,5,4,1,5,6,4,6,5,6,6,0,5150
3,5,2,1,2,1,5,1,1,1,3,5,6,3,6,6,2,2,3,5,5,2,5,6,1,2,3,5,1,1,4,5,5050
3,4,6,2,2,6,5,4,4,5,6,6,4,4,3,2,4,5,3,5,2,6,2,6,2,6,4,6,2,5,23,17,5200
3,1,3,3,3,1,1,3,3,3,1,1,3,3,3,3,3,1,3,3,3,1,1,3,1,1,3,3,1,3,21,27,5200
4,6,3,6,1,2,5,4,5,3,2,3,6,1,2,2,4,4,4,5,4,1,3,1,4,6,1,3,2,4,13,7,4150
4,4,2,4,6,3,3,3,2,6,2,4,6,3,3,3,2,4,6,4,6,4,2,2,6,2,6,2,2,2,13,14,7250
3,2,2,5,5,2,5,6,4,4,3,1,2,2,1,6,3,1,3,1,4,5,3,6,3,1,2,1,5,5,28,29,3150
3,6,2,5,5,2,5,5,2,4,4,4,5,6,1,5,3,5,2,3,6,2,2,6,5,5,3,5,4,1,20,21,5150
4,5,3,3,5,4,3,4,4,4,5,5,5,3,4,5,5,3,5,5,4,4,3,5,4,4,3,5,5,5,29,28,7150
4,4,4,4,2,2,4,4,2,4,2,2,2,2,4,4,2,2,2,2,2,2,2,4,2,4,2,4,4,2,6,12,7150
3,2,3,6,3,5,4,3,6,4,2,2,3,4,4,5,3,2,2,3,4,4,4,4,2,3,3,4,3,6,8,2,5150
1,1,5,2,5,5,2,5,2,1,1,2,1,1,1,2,5,2,1,1,1,5,5,5,5,5,2,5,2,2,15,21,7200
3,1,2,3,6,1,3,4,4,6,6,3,6,1,3,2,2,2,1,1,2,6,4,6,1,4,4,6,1,1,25,19,6100
3,5,6,5,1,6,6,3,5,4,4,6,4,4,2,1,1,3,5,2,2,5,1,6,6,4,1,2,4,6,23,29,4100
1,5,4,5,1,5,5,3,1,1,6,4,3,2,1,2,4,4,3,2,5,4,3,1,2,2,5,4,4,6,26,27,5200
2,1,2,6,5,6,6,2,5,4,2,5,2,3,2,1,2,2,3,5,5,5,2,5,4,4,1,5,5,2,14,20,5200
6,6,5,1,5,6,4,5,5,5,6,1,2,5,5,6,4,1,6,1,2,1,6,4,2,4,2,2,4,5,26,25,5150
1,6,5,2,6,3,2,3,6,1,1,6,6,5,1,2,1,6,4,6,6,4,3,3,6,5,6,2,3,4,-1,26,5150
5,3,6,1,1,5,1,2,5,1,5,2,4,4,1,6,4,2,6,4,2,1,5,1,3,6,3,4,3,4,18,19,4150
1,2,3,3,3,1,1,1,3,3,3,1,1,2,1,1,2,1,3,2,1,2,2,3,2,2,1,1,1,1,8,2,8200
4,3,2,4,5,6,5,6,2,6,5,6,3,2,4,3,3,2,2,2,5,6,2,6,6,4,6,1,6,4,25,26,4150
5,3,2,2,5,2,3,2,5,5,3,3,3,3,3,3,2,3,2,2,5,2,3,3,2,5,5,5,3,2,-1,19,8200
4,3,3,5,2,4,6,2,5,4,4,1,3,2,4,6,5,3,5,4,5,2,3,1,3,3,3,6,2,6,15,16,6150
4,4,2,2,5,6,4,4,5,5,6,6,2,4,5,5,4,1,6,2,5,6,1,1,1,1,6,6,4,4,12,6,5150
3,5,3,5,6,3,2,4,3,3,6,3,5,3,4,3,5,2,3,2,3,3,4,3,6,4,3,2,4,4,13,12,4100
4,1,4,4,6,2,6,1,6,6,2,4,6,6,2,2,3,1,6,1,1,6,2,4,6,1,1,2,6,1,19,25,6200
3,6,6,6,6,6,3,6,6,6,3,3,3,6,6,3,3,3,3,6,3,3,6,3,3,3,6,3,3,3,9,3,6200
6,1,6,3,2,6,3,2,6,3,1,6,2,3,1,2,3,1,6,3,2,3,2,1,2,3,6,6,3,1,3,2,7200
4,4,3,3,6,4,3,5,1,3,4,6,1,4,3,2,5,3,6,6,4,6,1,5,2,6,6,3,1,4,28,27,4150
4,4,5,4,4,2,2,4,5,2,4,2,5,5,2,4,2,4,5,2,5,5,4,5,4,4,5,4,5,2,14,15,7250
4,4,3,4,5,4,3,3,4,5,4,3,3,5,3,3,5,3,5,5,5,5,5,5,3,4,3,4,5,4,20,19,7250
1,4,4,5,3,6,4,3,5,1,2,2,3,6,6,2,3,4,3,6,1,4,1,2,5,2,6,6,3,6,19,13,6100
5,4,4,6,5,6,4,5,4,5,6,5,1,4,6,6,1,1,1,4,1,5,5,1,4,1,6,6,6,1,15,21,7250
1,1,6,1,1,3,6,6,3,1,4,3,1,6,6,1,1,3,4,3,1,4,1,3,6,4,3,4,4,1,-1,25,7200
5,5,6,3,1,6,5,6,4,6,1,4,3,4,5,3,6,2,6,6,1,5,3,4,4,4,5,2,2,3,21,15,4150
2,2,3,3,3,2,2,2,2,2,3,2,3,3,3,3,2,2,3,2,3,3,3,3,3,2,3,2,3,2,1,7,8300
1,5,5,4,3,3,6,1,4,1,2,5,4,2,6,1,2,5,2,6,5,1,5,1,3,1,1,6,5,5,19,18,5150
5,4,2,2,2,6,4,4,5,1,4,3,4,1,2,6,6,6,1,3,1,4,5,6,5,2,3,5,3,6,1,2,5150
1,5,4,1,5,4,6,5,1,1,6,3,3,6,4,4,3,4,6,2,1,2,2,2,2,4,3,1,6,4,25,24,4150
6,1,3,3,6,6,4,1,3,3,6,1,2,3,2,3,3,2,3,1,1,4,2,1,3,6,1,2,2,2,9,3,6100
6,4,4,6,4,3,6,2,1,5,3,2,3,2,2,2,6,4,4,5,2,3,4,1,2,6,3,5,6,1,16,22,3150
6,6,1,1,3,1,4,2,5,6,3,6,1,4,3,5,2,2,2,4,6,5,2,6,4,1,3,5,2,1,28,22,4100
4,3,6,4,5,2,4,1,5,5,3,1,4,5,4,3,6,2,6,3,4,6,1,5,5,2,5,6,4,5,18,19,5200
6,3,2,1,5,1,2,1,6,3,3,4,5,6,3,4,3,5,4,6,5,4,5,6,6,4,4,5,5,1,19,25,5150
2,3,6,4,2,3,4,3,6,5,4,4,6,6,2,3,2,4,4,6,5,2,2,6,2,6,5,3,3,5,2,1,5150
3,6,5,5,1,3,6,3,4,2,6,3,6,6,4,1,2,1,6,2,1,3,5,4,3,1,2,6,2,5,14,8,4150
2,2,2,4,4,2,4,4,2,4,2,4,2,2,4,2,2,2,4,2,2,4,4,2,2,4,2,2,4,4,14,15,9200
6,6,6,6,5,5,5,6,5,5,6,6,6,6,6,5,6,5,6,5,6,5,6,6,5,5,6,6,6,5,10,4,7200
2,1,5,6,2,6,2,5,5,3,6,4,2,2,3,4,6,5,5,6,5,6,1,5,3,5,3,2,6,3,11,10,4150
4,2,4,3,4,5,5,6,1,1,5,1,6,1,3,4,3,5,2,5,2,3,6,4,6,1,4,2,1,1,9,15,4150
5,3,5,5,5,6,6,5,6,4,3,4,5,3,5,6,6,4,5,4,6,4,6,3,3,4,4,4,4,5,2,3,5200
1,6,5,1,1,2,6,2,5,5,5,1,1,2,3,6,6,1,1,5,5,2,6,3,3,5,5,3,2,2,11,10,6150
3,6,6,3,6,2,2,6,2,6,3,6,6,2,2,3,2,6,3,3,6,2,6,6,3,6,6,3,3,6,8,7,8300
3,2,6,3,3,5,6,6,4,2,1,3,5,5,5,1,5,2,4,2,5,1,5,2,1,1,5,4,5,5,14,20,6150
5,3,2,3,1,3,3,3,2,1,4,5,2,3,2,4,4,5,4,1,5,5,1,3,3,2,4,3,2,5,4,5,6050
4,2,2,4,4,2,4,2,2,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,4,2,4,2,2,2,6,0,8150
1,3,1,1,2,1,3,2,3,3,3,1,3,1,1,3,2,1,3,2,2,1,3,3,1,2,1,3,3,3,22,23,8150
1,2,2,2,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,2,3,7150
2,2,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,11,5,8100
3,6,3,3,6,3,6,6,6,3,6,6,6,3,6,6,6,6,6,6,3,6,3,3,3,3,6,3,6,6,4,10,7250
6,1,6,3,4,3,3,1,4,3,3,3,3,3,6,6,3,3,4,3,4,1,1,1,4,6,3,1,6,4,8,14,6100
2,5,5,5,5,5,5,5,5,5,5,2,2,2,5,2,2,5,2,5,2,2,5,2,2,5,2,5,5,2,8,9,7200
4,4,3,3,6,1,6,2,2,2,2,5,2,6,4,1,4,1,1,3,3,1,4,4,4,1,1,2,3,3,21,22,5150
1,4,4,4,4,4,1,1,4,4,4,4,4,4,1,4,1,4,4,4,4,1,4,1,4,1,1,4,4,4,4,5,6150
2,1,2,5,5,5,2,1,5,5,1,2,2,2,2,5,2,2,2,1,2,1,2,2,1,2,1,5,1,1,22,21,7200
4,3,3,5,2,1,1,1,6,3,4,6,5,2,2,4,6,1,1,1,4,3,5,4,5,5,5,5,3,1,8,14,5150
6,6,3,3,6,3,4,5,4,3,3,1,1,4,4,2,1,1,6,1,1,4,4,1,5,2,1,5,5,6,10,9,6150
2,3,6,3,4,6,3,5,6,2,5,3,4,1,3,2,4,5,3,2,3,2,1,3,2,6,4,2,1,6,17,16,4150
5,5,5,5,2,4,1,4,4,4,1,5,3,4,1,2,2,6,1,1,2,5,5,5,4,6,3,3,6,3,19,13,6100
5,6,6,6,6,5,5,5,5,6,5,5,6,6,5,5,6,6,5,6,6,6,5,5,5,5,6,6,6,5,6,0,9100
3,3,5,3,5,1,3,6,6,6,6,3,5,6,3,5,1,6,6,5,3,5,3,5,1,3,5,6,3,5,5,4,6150
3,3,5,1,3,3,1,5,5,1,3,5,5,5,5,3,5,1,5,5,5,5,3,3,3,3,5,5,1,1,-1,17,7200
4,1,3,6,1,4,2,6,4,6,2,4,1,4,5,1,1,2,2,5,1,1,4,2,5,6,2,6,5,3,2,8,4150
2,3,2,6,2,4,3,1,1,6,1,6,1,1,5,1,5,1,3,3,1,2,1,3,4,1,2,3,2,3,16,10,5150
